Art17_FLAaggloID,ReportNetEnvelopeFileId,flarepCode,aggCode,aggName,flaggComments,flaggEUFund,flaggEUFundName,flaggExpecDateCompletion,flaggExpecDateStart,flaggExpecDateStartWork,flaggExpLoad,flaggExpLoadColl,flaggExpLoadIAS,flaggInv,flaggLoan,flaggLoanName,flaggMeasures,flaggOtherFund,flaggOtherFundName,flaggReasons,flaggStatus
8157,26755,HR_Art17_2014,HRAG_0101390,Bibinje-Sukošan,,7267000,Cohesion fund,20201231,20170630,20170731,,,,11180000,,,building or renewal of the collecting system and/or IAS,,,,PD
8159,26755,HR_Art17_2014,HRAG_0101471,Bilice,,1027000,Cohesion fund,20231231,20201231,20210331,,,,1580000,,,building or renewal of the collecting system and/or IAS,,,,PD
8162,26755,HR_Art17_2014,HRAG_0001006,Biograd,,2580500,Cohesion fund,20201231,20180731,20181031,,,,3970000,,,building or renewal of the collecting system and/or IAS,,,,PD
8164,26755,HR_Art17_2014,HRAG_0006008,Bjelovar,,2600000,Cohesion fund,20191231,20170930,20180131,,,,4000000,,,building or renewal of the collecting system and/or IAS,,,,PD
8166,26755,HR_Art17_2014,HRAG_0001007,Blato,,3731000,Cohesion fund,20231231,20201231,20210331,,,,5740000,,,building or renewal of the collecting system and/or IAS,,,,PD
8169,26755,HR_Art17_2014,HRAG_0001008,Bol,,858000,Cohesion fund,20231231,20201231,20210331,,,,1320000,,,building or renewal of the collecting system and/or IAS,,,,PD
8171,26755,HR_Art17_2014,HRAG_0007020,Bošnjaci,,1878500,Cohesion fund,20231231,20201231,20210331,,,,2890000,,,building or renewal of the collecting system and/or IAS,,,,PD
8173,26755,HR_Art17_2014,HRAG_0004018,Brckovljani,,3685500,Cohesion fund,20231231,20201231,20210331,,,,5671000,,,building or renewal of the collecting system and/or IAS,,,,PD
8176,26755,HR_Art17_2014,HRAG_0001010,Brela,,169000,Cohesion fund,20231231,20201231,20210331,,,,260000,,,building or renewal of the collecting system and/or IAS,,,,PD
8178,26755,HR_Art17_2014,HRAG_0006009,Brodski Stupnik,,429000,Cohesion fund,20231231,20201231,20210331,,,,660000,,,building or renewal of the collecting system and/or IAS,,,,PD
8179,26755,HR_Art17_2014,HRAG_0003024,Buje,,1111500,Cohesion fund,20231231,20201231,20210331,,,,1710000,,,building or renewal of the collecting system and/or IAS,,,,PD
8181,26755,HR_Art17_2014,HRAG_0003026,Buzet,,9217000,Cohesion fund,20231231,20201231,20210331,,,,14180000,,,building or renewal of the collecting system and/or IAS,,,,PD
8184,26755,HR_Art17_2014,HRAG_0001015,Cavtat,,858000,Cohesion fund,20231231,20201231,20210331,,,,1320000,,,building or renewal of the collecting system and/or IAS,,,,PD
8186,26755,HR_Art17_2014,HRAG_0007021,Cerna,,897000,Cohesion fund,20231231,20201231,20210331,,,,1380000,,,building or renewal of the collecting system and/or IAS,,,,PD
8188,26755,HR_Art17_2014,HRAG_0005010,Cestica,"According to the feasibility study, this agglom. will be joined with the agglomeration Varaždin (ID HRAG_0005035); all planned values are shown within agglom. Varaždin",0,,20191231,20160930,20161231,,,,0,,,building or renewal of the collecting system and/or IAS,,,,PD
8190,26755,HR_Art17_2014,HRAG_0001017,Cres,,429000,Cohesion fund,20231231,20201231,20210331,,,,660000,,,building or renewal of the collecting system and/or IAS,,,,PD
8195,26755,HR_Art17_2014,HRAG_0005077,ainci,,643500,Cohesion fund,20231231,20201231,20210331,,,,990000,,,building or renewal of the collecting system and/or IAS,,,,PD
8197,26755,HR_Art17_2014,HRAG_0101339,akovec,,17001300,Cohesion fund,20171231,20141231,20150131,,,,23289000,,,building or renewal of the collecting system and/or IAS,,,,PD
8170,27048,HU-91271CQ-2016,HU-AGGL-AHX699,Bataszek - Szennyvizelvezetesi Agglomeracio,-,564533,Cohesion fund,20181201,20181201,20161201,0,0,0,564533,0,,collecting system,0,-,not relevant,PD
8172,27048,HU-91271CQ-2016,HU-AGGL-AHX700,Batonyterenye - Szennyvizelvezetesi Agglomeracio,There is no information for the expected dates in hungarian national report. This one is an estimated date.,0,,20171231,20170101,20170401,0,0,0,0,0,,collecting system,0,-,collecting system,NC
8174,27048,HU-91271CQ-2016,HU-AGGL-AHX703,Battonya - Szennyvizelvezetesi Agglomeracio,-,1196240,Cohesion fund,20151030,20151030,20141030,0,0,0,1196240,0,,collecting system,0,-,not relevant,PD
8175,27048,HU-91271CQ-2016,HU-AGGL-AHW376,Beb - Szennyvizelvezetesi Agglomeracio,-,510000,Cohesion fund,20190601,20190601,20170601,0,0,0,510000,0,,"transport system,collecting system",0,-,not relevant,PD
8177,27048,HU-91271CQ-2016,HU-AGGL-AHX713,Bekesszentandras - Szennyvizelvezetesi Agglomeracio,There is no information for the expected dates in hungarian national report. This one is an estimated date.,0,,20171231,20170101,20170401,0,0,0,0,0,,-,0,-,not relevant,PD
8180,27048,HU-91271CQ-2016,HU-AGGL-AHW384,Belapatfalva - Szennyvizelvezetesi Agglomeracio,There is no information for the expected dates in hungarian national report. This one is an estimated date.,0,,20171231,20170101,20170401,0,0,0,0,0,,collecting system,0,-,not relevant,PD
8182,27048,HU-91271CQ-2016,HU-AGGL-AHW393,Beremend - Szennyvizelvezetesi Agglomeracio,There is no information for the expected dates in hungarian national report. This one is an estimated date.,0,,20171231,20170101,20170401,0,0,0,0,0,,collecting system,0,-,not relevant,PD
8183,27048,HU-91271CQ-2016,HU-AGGL-AHW399,Bezenye - Szennyvizelvezetesi Agglomeracio,-,170000,Cohesion fund,20190601,20190601,20170601,0,0,0,170000,0,,"transport system,collecting system",0,-,not relevant,PD
8185,27048,HU-91271CQ-2016,HU-AGGL-AHW402,Biatorbagy - Szennyvizelvezetesi Agglomeracio,There is no information for the expected dates in hungarian national report. This one is an estimated date.,0,,20171231,20170101,20170401,0,0,0,0,0,,-,0,-,-,NC
8187,27048,HU-91271CQ-2016,HU-AGGL-AHW404,Bicske - Szennyvizelvezetesi Agglomeracio,There is no information for the expected dates in hungarian national report. This one is an estimated date.,0,,20171231,20170101,20170401,0,0,0,0,0,,collecting system,0,-,collecting system,NC
8189,27048,HU-91271CQ-2016,HU-AGGL-AHW434,Bocs - Szennyvizelvezetesi Agglomeracio,There is no information for the expected dates in hungarian national report. This one is an estimated date.,0,,20171231,20170101,20170401,0,0,0,0,0,,collecting system,0,-,not relevant,PD
8191,27048,HU-91271CQ-2016,HU-AGGL-AHX741,Bodajk - Szennyvizelvezetesi Agglomeracio,There is no information for the expected dates in hungarian national report. This one is an estimated date.,0,,20171231,20170101,20170401,0,0,0,0,0,,-,0,-,not relevant,PD
8222,26755,HR_Art17_2014,HRAG_0004026,Dragani,,897000,Cohesion fund,20231231,20201231,20210331,,,,1380000,,,building or renewal of the collecting system and/or IAS,,,,PD
8224,26755,HR_Art17_2014,HRAG_0001022,Drniš,,0,,20160630,20100930,20101031,,,,0,,,building or renewal of the collecting system and/or IAS,,,,PD
8226,26755,HR_Art17_2014,HRAG_0001023,Drvenik,,169000,Cohesion fund,20231231,20201231,20210331,,,,260000,,,building or renewal of the collecting system and/or IAS,,,,PD
8192,26755,HR_Art17_2014,HRAG_0001018,Crikvenica,,1878500,Cohesion fund,20211231,20171231,20180331,,,,2890000,,,building or renewal of the collecting system and/or IAS,,,,PD
8213,26755,HR_Art17_2014,HRAG_0005044,Donja Dubrava,,18388500,Cohesion fund,20191231,20170331,20170630,,,,28290000,,,building or renewal of the collecting system and/or IAS,,,,PD
8215,26755,HR_Art17_2014,HRAG_0004024,Donja Zdenina,,2392000,Cohesion fund,20231231,20201231,20210331,,,,3680000,,,building or renewal of the collecting system and/or IAS,,,,PD
8217,26755,HR_Art17_2014,HRAG_0006016,Donji Andrijevci,,1287000,Cohesion fund,20231231,20201231,20210331,,,,1980000,,,building or renewal of the collecting system and/or IAS,,,,PD
8219,26755,HR_Art17_2014,HRAG_0101045,Donji Kraj,,3120000,Cohesion fund,20231231,20201231,20210331,,,,4800000,,,building or renewal of the collecting system and/or IAS,,,,PD
8228,26755,HR_Art17_2014,HRAG_0005047,Držimurec,,1833000,Cohesion fund,20231231,20201231,20210331,,,,2820000,,,building or renewal of the collecting system and/or IAS,,,,PD
8233,26755,HR_Art17_2014,HRAG_0001024,Dubrovnik,,5752500,Cohesion fund,20201231,20171231,20180331,,,,8850000,,,building or renewal of the collecting system and/or IAS,,,,PD
8244,26755,HR_Art17_2014,HRAG_0101031,Ernestinovo,,968500,Cohesion fund,20231231,20201231,20210331,,,,1490000,,,building or renewal of the collecting system and/or IAS,,,,PD
8251,26755,HR_Art17_2014,HRAG_0006025,Garešnica,,1306500,Cohesion fund,20231231,20201231,20210331,,,,2010000,,,building or renewal of the collecting system and/or IAS,,,,PD
8255,26755,HR_Art17_2014,HRAG_0004007,Glavniica,,6974500,Cohesion fund,20201231,20161231,20170331,,,,10730000,,,building or renewal of the collecting system and/or IAS,,,,PD
8276,26755,HR_Art17_2014,HRAG_0101062,Greda,"According to the feasibility study, this agglom. will be joined with the agglomeration Varaždin (ID HRAG_0005035); all planned values are shown within agglom. Varaždin",0,,20191231,20160930,20161231,,,,0,,,building or renewal of the collecting system and/or IAS,,,,PD
8278,26755,HR_Art17_2014,HRAG_0006029,Grubišno Polje,,702000,Cohesion fund,20231231,20201231,20210331,,,,1080000,,,building or renewal of the collecting system and/or IAS,,,,PD
8289,26755,HR_Art17_2014,HRAG_0006032,Hercegovac,,604500,Cohesion fund,20231231,20201231,20210331,,,,930000,,,building or renewal of the collecting system and/or IAS,,,,PD
8291,26755,HR_Art17_2014,HRAG_0004035,Hrvatska Kostajnica,,253500,Cohesion fund,20231231,20201231,20210331,,,,390000,,,building or renewal of the collecting system and/or IAS,,,,PD
8294,26755,HR_Art17_2014,HRAG_0004036,Hum na Sutli,,1267500,Cohesion fund,20231231,20201231,20210331,,,,1950000,,,building or renewal of the collecting system and/or IAS,,,,PD
8231,26755,HR_Art17_2014,HRAG_0004027,Dubrava,,2483000,Cohesion fund,20231231,20201231,20210331,,,,3820000,,,building or renewal of the collecting system and/or IAS,,,,PD
8193,27048,HU-91271CQ-2016,HU-AGGL-AHW417,Bogacs - Szennyvizelvezetesi Agglomeracio,There is no information for the expected dates in hungarian national report. This one is an estimated date.,0,,20171231,20170101,20170401,0,0,0,0,0,,-,0,-,not relevant,PD
8194,27048,HU-91271CQ-2016,HU-AGGL-AHW437,Bohonye - Szennyvizelvezetesi Agglomeracio,-,152248,Cohesion fund,20180601,20180601,20161201,0,0,0,152248,0,,collecting system,0,-,not relevant,PD
8196,27048,HU-91271CQ-2016,HU-AGGL-AHX753,Boldog - Szennyvizelvezetesi Agglomeracio,There is no information for the expected dates in hungarian national report. This one is an estimated date.,0,,20171231,20170101,20170401,0,0,0,0,0,,-,0,-,not relevant,PD
8198,27048,HU-91271CQ-2016,HU-AGGL-AHX754,Boldva - Szennyvizelvezetesi Agglomeracio,There is no information for the expected dates in hungarian national report. This one is an estimated date.,0,,20171231,20170101,20170401,0,0,0,0,0,,-,0,-,not relevant,PD
8200,27048,HU-91271CQ-2016,HU-AGGL-AHX755,Boly - Szennyvizelvezetesi Agglomeracio,There is no information for the expected dates in hungarian national report. This one is an estimated date.,0,,20171231,20170101,20170401,0,0,0,0,0,,transport system,0,-,not relevant,PD
8201,27048,HU-91271CQ-2016,HU-AGGL-AHX756,Bonyhad - Szennyvizelvezetesi Agglomeracio,There is no information for the expected dates in hungarian national report. This one is an estimated date.,0,,20171231,20170101,20170401,0,0,0,0,0,,-,0,-,-,NC
8203,27048,HU-91271CQ-2016,HU-AGGL-AHW429,Borsodbota - Szennyvizelvezetesi Agglomeracio,There is no information for the expected dates in hungarian national report. This one is an estimated date.,0,,20171231,20170101,20170401,0,0,0,0,0,,-,0,-,not relevant,PD
8205,27048,HU-91271CQ-2016,HU-AGGL-AHW430,Borsodnadasd - Szennyvizelvezetesi Agglomeracio,-,1348420,Cohesion fund,20180101,20180101,20170101,0,0,0,1348420,0,,collecting system,0,-,not relevant,PD
8207,27048,HU-91271CQ-2016,HU-AGGL-AHX773,Budakeszi - Szennyvizelvezetesi Agglomeracio,There is no information for the expected dates in hungarian national report. This one is an estimated date.,0,,20171231,20170101,20170401,0,0,0,0,0,,collecting system,0,-,collecting system,NC
8209,27048,HU-91271CQ-2016,HU-AGGL-ALD268,Budapest - Szennyvizelvezetesi Agglomeracio,-,19378000,Cohesion fund,20180601,20160601,20170601,0,0,0,19378000,0,,collecting system,0,-,collecting system,NC
8211,27048,HU-91271CQ-2016,HU-AGGL-AHW450,Bugyi - Szennyvizelvezetesi Agglomeracio,There is no information for the expected dates in hungarian national report. This one is an estimated date.,0,,20171231,20170101,20170401,0,0,0,0,0,,collecting system,0,-,not relevant,PD
8212,27048,HU-91271CQ-2016,HU-AGGL-AHX782,Buk - Szennyvizelvezetesi Agglomeracio,-,990434,Cohesion fund,20191231,20191201,20161231,0,0,0,990434,0,,"transport system,collecting system",0,-,"transport system,collecting system",NC
8237,26755,HR_Art17_2014,HRAG_0004029,Dvor,,1241500,Cohesion fund,20231231,20201231,20210331,,,,1910000,,,building or renewal of the collecting system and/or IAS,,,,PD
8240,26755,HR_Art17_2014,HRAG_0006020,akovo,,11046600,Cohesion fund,20181231,20160930,20161231,,,,15421700,,,building or renewal of the collecting system and/or IAS,,,,PD
8242,26755,HR_Art17_2014,HRAG_0005012,urevac,,858000,Cohesion fund,20231231,20201231,20210331,,,,1320000,,,building or renewal of the collecting system and/or IAS,,,,PD
8352,27048,HU-91271CQ-2016,HU-AGGL-AHY047,Hosszuheteny - Szennyvizelvezetesi Agglomeracio,There is no information for the expected dates in hungarian national report. This one is an estimated date.,0,,20171231,20170101,20170401,0,0,0,0,0,,-,0,-,not relevant,PD
9127,27054,PT_2014,PTAGL044,Vila Real de Santo Antonio,Cofinanciamento comunitário aprovado no âmbito do POVT. Contencioso - zonas normais.,2686.62,FC,20150411,20130831,20150411,116500,100,,4717.5,,,Foi feita a ligação do sistema coletor à ETAR de Vila Real de Santo António (PT22833718). ,,,Falta de ligação do sistema coletor à ETAR.,NC
9128,27054,PT_2014,PTAGL153,Monchique,A capacidade de tratamento em horizonte de projeto e o nível de tratamento referem-se à da ETAR de Companheira. Candidatura ao POSEUR aprovada em 23-11-2015.  Contencioso - pequenas aglomerações.,584.8,FC,20160930,20150930,20160930,5000,100,,688,,,"Está a decorrer, dentro do calendário previsto, a obra de ligação do sistema coletor à  ETAR da Companheira  (PT9033032).",,,Falta de ligação do sistema coletor à ETAR.,NC
9129,27054,PT_2014,PTAGL243,Alcacer do Sal,A capacidade de tratamento em horizonte de projeto e o nível de tratamento referem-se à da ETAR de Alcácer do Sal. Cofinanciamento comunitário aprovado no âmbito do POVT (QREN). Contencioso - pequenas aglomerações.,1355.8,FC,20161031,20140531,20161031,4000,100,,1909,,,"Foi feita a ligação do sistema Interceptor de Alcácer do Sul à nova ETAR de Alcácer do Sal Norte (PT10032614), que serve a totalidade da aglomeração de Alcácer do Sal - Zonas Norte e Sul.",,,Falta de ligação do sistema coletor à ETAR.,NC
9130,27054,PT_2014,PTAGL363,Ponte do Reguengo,"Candidatura POSEUR em audiência prévia, submetida em 29-05-2015 conforme comprovativo de candidatura.
A calendarização física das medidas foi ajustada atendendo à previsivel data de aprovação do financiamento. Medida PTE1P01M29_SUP_RH5 do PGRH - Construção da ETAR de Valada e sistema intercetor no concelho do Cartaxo.  Contencioso - pequenas aglomerações.",2330.67,FC,20180430,20160101,20170430,3100,100,,3210.29,,,"Elevação das águas residuais e construção do emissário de Ponte do Reguengo para ligação à ETAR de Valada, a qual será remodelada e ampliada.",,,Falta de ligação do sistema coletor à ETAR. ,NC
9136,23173,IE2014,IEAG_D0058,Fermoy,New aggCode replaces the old code of IEAG_65. ,,,20200722,20190730,20191030,,,,5769640,,,"Further works - Drainage Area Plan (DAP) to deliver outline designs, from which further works expected to include removal of storm water overflow structures, additional collecting system infrastructure including additional storage; post-construction DAP upgrade to demonstrate compliance.",,,Concern over performance of collecting system,NC
9137,23173,IE2014,IEAG_D0052,Mallow,New aggCode replaces the old code of IEAG_67. ,,,20181230,20170330,20170630,,,,6879030,,,"Ongoing works - collecting systems upgrade, currently at detailed design stage.
Further works - Drainage Area Plan (DAP) to deliver further outline designs; further works expected to include trunk sewers, upgrade of storm pumping station, storm tanks and stormwater removal; Post-construction Drainage Area Plan (DAP) upgrade to demonstrate compliance.",,,Concern over performance of collecting system,NC
8459,27048,HU-91271CQ-2016,HU-AGGL-AHW919,Letenye - Szennyvizelvezetesi Agglomeracio,There is no information for the expected dates in hungarian national report. This one is an estimated date.,0,,20171231,20170101,20170401,0,0,0,0,0,,-,0,-,not relevant,PD
8461,27048,HU-91271CQ-2016,HU-AGGL-AHW920,Levelek - Szennyvizelvezetesi Agglomeracio,-,1149590,Cohesion fund,20151001,20151001,20140101,0,0,0,1149590,0,,"transport system,collecting system",0,-,not relevant,PD
8463,27048,HU-91271CQ-2016,HU-AGGL-AHY253,Litke - Szennyvizelvezetesi Agglomeracio,There is no information for the expected dates in hungarian national report. This one is an estimated date.,0,,20171231,20170101,20170401,0,0,0,0,0,,-,0,-,not relevant,PD
8465,27048,HU-91271CQ-2016,HU-AGGL-AHY258,Lokoshaza - Szennyvizelvezetesi Agglomeracio,There is no information for the expected dates in hungarian national report. This one is an estimated date.,0,,20171231,20170101,20170401,0,0,0,0,0,,collecting system,0,-,not relevant,PD
8467,27048,HU-91271CQ-2016,HU-AGGL-AHY257,Lovaszi - Szennyvizelvezetesi Agglomeracio,There is no information for the expected dates in hungarian national report. This one is an estimated date.,0,,20171231,20170101,20170401,0,0,0,0,0,,-,0,-,not relevant,PD
8469,27048,HU-91271CQ-2016,HU-AGGL-AHY259,Lovo - Szennyvizelvezetesi Agglomeracio,There is no information for the expected dates in hungarian national report. This one is an estimated date.,0,,20171231,20170101,20170401,0,0,0,0,0,,-,0,-,not relevant,PD
8470,27048,HU-91271CQ-2016,HU-AGGL-AHY262,Madocsa - Szennyvizelvezetesi Agglomeracio,There is no information for the expected dates in hungarian national report. This one is an estimated date.,0,,20171231,20170101,20170401,0,0,0,0,0,,-,0,-,-,NC
8472,27048,HU-91271CQ-2016,HU-AGGL-AHW937,Magyarbanhegyes - Szennyvizelvezetesi Agglomeracio,There is no information for the expected dates in hungarian national report. This one is an estimated date.,0,,20171231,20170101,20170401,0,0,0,0,0,,-,0,-,not relevant,PD
8474,27048,HU-91271CQ-2016,HU-AGGL-AHY285,Mandok - Szennyvizelvezetesi Agglomeracio,There is no information for the expected dates in hungarian national report. This one is an estimated date.,0,,20171231,20170101,20170401,0,0,0,0,0,,collecting system,0,-,not relevant,PD
8476,27048,HU-91271CQ-2016,HU-AGGL-AHY286,Marcali - Szennyvizelvezetesi Agglomeracio,-,407652,Cohesion fund,20160401,20160401,20140901,0,0,0,407652,0,,collecting system,0,-,collecting system,NC
8478,27048,HU-91271CQ-2016,HU-AGGL-AHY289,Mariapocs - Szennyvizelvezetesi Agglomeracio,There is no information for the expected dates in hungarian national report. This one is an estimated date.,0,,20171231,20170101,20170401,0,0,0,0,0,,-,0,-,not relevant,PD
8480,27048,HU-91271CQ-2016,HU-AGGL-AHY298,Mateszalka - Szennyvizelvezetesi Agglomeracio,There is no information for the expected dates in hungarian national report. This one is an estimated date.,0,,20171231,20170101,20170401,0,0,0,0,0,,-,0,-,-,NC
8543,26755,HR_Art17_2014,HRAG_0001097,Postira,,682500,Cohesion fund,20231231,20201231,20210331,,,,1050000,,,building or renewal of the collecting system and/or IAS,,,,PD
8545,26755,HR_Art17_2014,HRAG_0001099,Povljana,,682500,Cohesion fund,20231231,20201231,20210331,,,,1050000,,,building or renewal of the collecting system and/or IAS,,,,PD
8548,26755,HR_Art17_2014,HRAG_0006064,Požega,,3226190,Cohesion fund,20191231,20170331,20170630,,,,4492670,,,building or renewal of the collecting system and/or IAS,,,,PD
8625,27048,HU-91271CQ-2016,HU-AGGL-AHY611,Sellye - Szennyvizelvezetesi Agglomeracio,There is no information for the expected dates in hungarian national report. This one is an estimated date.,0,,20171231,20170101,20170401,0,0,0,0,0,,-,0,-,not relevant,PD
8756,27048,HU-91271CQ-2016,HU-AGGL-AHY896,Zalaegerszeg - Szennyvizelvezetesi Agglomeracio,There is no information for the expected dates in hungarian national report. This one is an estimated date.,0,,20171231,20170101,20170401,0,0,0,0,0,,-,0,-,-,NC
8757,27048,HU-91271CQ-2016,HU-AGGL-AHX568,Zalakaros - Szennyvizelvezetesi Agglomeracio,There is no information for the expected dates in hungarian national report. This one is an estimated date.,0,,20171231,20170101,20170401,0,0,0,0,0,,-,0,-,-,NC
8758,27048,HU-91271CQ-2016,HU-AGGL-AHY899,Zalakomar - Szennyvizelvezetesi Agglomeracio,There is no information for the expected dates in hungarian national report. This one is an estimated date.,0,,20171231,20170101,20170401,0,0,0,0,0,,-,0,-,not relevant,PD
8759,27048,HU-91271CQ-2016,HU-AGGL-AHX571,Zalalovo - Szennyvizelvezetesi Agglomeracio,-,50000,Cohesion fund,20180601,20180601,20170601,0,0,0,50000,0,,collecting system,0,-,not relevant,PD
8760,27048,HU-91271CQ-2016,HU-AGGL-AHX573,Zalaszentgrot - Szennyvizelvezetesi Agglomeracio,There is no information for the expected dates in hungarian national report. This one is an estimated date.,0,,20171231,20170101,20170401,0,0,0,0,0,,-,0,-,not relevant,PD
8761,27048,HU-91271CQ-2016,HU-AGGL-AHX586,Zsaka - Szennyvizelvezetesi Agglomeracio,There is no information for the expected dates in hungarian national report. This one is an estimated date.,0,,20171231,20170101,20170401,0,0,0,0,0,,-,0,-,not relevant,PD
8762,27048,HU-91271CQ-2016,HU-AGGL-AHY917,Zsambek - Szennyvizelvezetesi Agglomeracio,-,454667,Cohesion fund,20150429,20150429,20140512,0,0,0,454667,0,,collecting system,0,-,not relevant,PD
10384,26994,SI_2016_Art_17,SI03064,SI_GORNJA RADGONA_3064,,2184150,185,20151201,20130101,20130501,,,,3060390,,,Izgradnja in rekonstrukcija kanalizacijskega omrežja,,,neustrezna opremljenost z javno kanalizacijo in/ali IAS ,PD
10400,26994,SI_2016_Art_17,SI06512,SI_AGG_IVANNA GORICA_6512,,,,20211201,20130101,20130101,,,,1281000,,,Izgradnja in rekonstrukcija kanalizacijskega omrežja,,,neustrezna opremljenost z javno kanalizacijo in/ali IAS ,PD
10401,26994,SI_2016_Art_17,SI06810,SI_AGG_TREBNJE_6810,,,,20160601,20131201,20150301,,,,210000,,,Izgradnja in rekonstrukcija kanalizacijskega omrežja,,,neustrezna opremljenost z javno kanalizacijo in/ali IAS ,PD
10402,26994,SI_2016_Art_17,SI07514,SI_AGG_LOKE PRI ZAGORJU_7514,,4196810,185,20211201,20080101,20130101,,,,7941010,,,Izgradnja in rekonstrukcija kanalizacijskega omrežja,,,neustrezna opremljenost z javno kanalizacijo in/ali IAS ,PD
10403,26994,SI_2016_Art_17,SI07540,SI_AGG_TRBOVLJE_7540,,,,20211201,20130101,20130101,,,,1800000,,,Izgradnja in rekonstrukcija kanalizacijskega omrežja,,,neustrezna opremljenost z javno kanalizacijo in/ali IAS ,NC
10404,26994,SI_2016_Art_17,SI07835,SI_AGG_SV. LOVRENC_7835,,,,20211201,20130101,20130101,,,,135000,,,Izgradnja in rekonstrukcija kanalizacijskega omrežja,,,neustrezna opremljenost z javno kanalizacijo in/ali IAS ,PD
8214,27048,HU-91271CQ-2016,HU-AGGL-AHX787,Cece - Szennyvizelvezetesi Agglomeracio,-,1299090,Cohesion fund,20141101,20141101,20130901,0,0,0,1299090,0,,collecting system,0,-,not relevant,PD
8216,27048,HU-91271CQ-2016,HU-AGGL-AHX789,Cegled - Szennyvizelvezetesi Agglomeracio,-,1840330,Cohesion fund,20150316,20150301,20131030,0,0,0,1840330,0,,collecting system,0,-,collecting system,NC
8218,27048,HU-91271CQ-2016,HU-AGGL-AHX790,Cegledbercel - Szennyvizelvezetesi Agglomeracio,There is no information for the expected dates in hungarian national report. This one is an estimated date.,0,,20171231,20170101,20170401,0,0,0,0,0,,-,0,-,not relevant,PD
8220,27048,HU-91271CQ-2016,HU-AGGL-AHX791,Celldomolk - Szennyvizelvezetesi Agglomeracio,-,473476,Cohesion fund,20180601,20180601,20170601,0,0,0,473476,0,,collecting system,0,-,not relevant,PD
8221,27048,HU-91271CQ-2016,HU-AGGL-AHX793,Cibakhaza - Szennyvizelvezetesi Agglomeracio,-,748083,Cohesion fund,20180601,20180601,20170601,0,0,0,748083,0,,collecting system,0,-,not relevant,PD
8223,27048,HU-91271CQ-2016,HU-AGGL-AKZ161,Cigand - Szennyvizelvezetesi Agglomeracio,There is no information for the expected dates in hungarian national report. This one is an estimated date.,0,,20171231,20170101,20170401,0,0,0,0,0,,-,0,-,not relevant,PD
8225,27048,HU-91271CQ-2016,HU-AGGL-AHX797,Csabrendek - Szennyvizelvezetesi Agglomeracio,There is no information for the expected dates in hungarian national report. This one is an estimated date.,0,,20171231,20170101,20170401,0,0,0,0,0,,-,0,-,not relevant,PD
8227,27048,HU-91271CQ-2016,HU-AGGL-AHW470,Csakvar - Szennyvizelvezetesi Agglomeracio,-,650265,Cohesion fund,20190601,20190601,20170601,0,0,0,650265,0,,collecting system,0,-,not relevant,PD
8229,27048,HU-91271CQ-2016,HU-AGGL-AHW489,Csenger - Szennyvizelvezetesi Agglomeracio,There is no information for the expected dates in hungarian national report. This one is an estimated date.,0,,20171231,20170101,20170401,0,0,0,0,0,,"transport system,collecting system",0,-,not relevant,PD
8230,27048,HU-91271CQ-2016,HU-AGGL-AHW492,Csengod - Szennyvizelvezetesi Agglomeracio,There is no information for the expected dates in hungarian national report. This one is an estimated date.,0,,20171231,20170101,20170401,0,0,0,0,0,,-,0,-,-,NC
8234,27048,HU-91271CQ-2016,HU-AGGL-AHX824,Csepreg - Szennyvizelvezetesi Agglomeracio,There is no information for the expected dates in hungarian national report. This one is an estimated date.,0,,20171231,20170101,20170401,0,0,0,0,0,,transport system,0,-,not relevant,PD
8236,27048,HU-91271CQ-2016,HU-AGGL-AHY276,Cserhathalap - Szennyvizelvezetesi Agglomeracio,There is no information for the expected dates in hungarian national report. This one is an estimated date.,0,,20171231,20170101,20170401,0,0,0,0,0,,-,0,-,not relevant,PD
8238,27048,HU-91271CQ-2016,HU-AGGL-AHW495,Cserkeszolo - Szennyvizelvezetesi Agglomeracio,There is no information for the expected dates in hungarian national report. This one is an estimated date.,0,,20171231,20170101,20170401,0,0,0,0,0,,-,0,-,not relevant,PD
8253,26755,HR_Art17_2014,HRAG_0007008,Gat,,2782000,Cohesion fund,20191231,20170331,20170630,,,,4280000,,,building or renewal of the collecting system and/or IAS,,,,PD
8257,26755,HR_Art17_2014,HRAG_0004031,Glina,,4407000,Cohesion fund,20231231,20201231,20210331,,,,6780000,,,building or renewal of the collecting system and/or IAS,,,,PD
8239,27048,HU-91271CQ-2016,HU-AGGL-AHW508,Csomor - Szennyvizelvezetesi Agglomeracio,-,300000,Cohesion fund,20171231,20171231,20160901,0,0,0,300000,0,,collecting system,0,-,not relevant,PD
8241,27048,HU-91271CQ-2016,HU-AGGL-AHX830,Csongrad - Szennyvizelvezetesi Agglomeracio,-,446864,Cohesion fund,20191201,20171231,20181201,0,0,0,446864,0,,collecting system,0,-,collecting system,NC
8243,27048,HU-91271CQ-2016,HU-AGGL-AHW503,Csorna - Szennyvizelvezetesi Agglomeracio,-,1250000,Cohesion fund,20181201,20141201,20160630,0,0,0,1250000,0,,"transport system,collecting system",0,-,"transport system,collecting system",NC
8245,27048,HU-91271CQ-2016,HU-AGGL-AHW510,Csurgo - Szennyvizelvezetesi Agglomeracio,There is no information for the expected dates in hungarian national report. This one is an estimated date.,0,,20171231,20170101,20170401,0,0,0,0,0,,-,0,-,not relevant,PD
