Art17_FLAUWWTPID,ReportNetEnvelopeFileId,flatpComments,flatpEUFund,flatpEUFundName,flatpExpCapacity,flatpExpecDateCompletion,flatpExpecDatePerformance,flatpExpecDateStart,flatpExpecDateStartWork,flatpExpecTreatment,flatpExpLoad,flatpExpLoadTruck,flatpInv,flatpLoan,flatpLoanName,flatpMeasures,flatpOtherFund,flatpOtherFundName,flatpReasons,flatpStatus,repCode,uwwCode,uwwName
6880,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,2806,20181231,20191231,20141231,20141231,2,2806,0,239246,,,modernization of the treatment plant,,,,C,,PLWL1910N,Nowe Miasto nad Warta
11480,23182,,0,non,4500,20151231,20161231,,20140901,3NP,4500,,7800000,,,Construction nouvelle station,,,obsolescence et rejet direct temps sec,N,,FR060990094001,Sevenans
11481,23182,,,non,2900,20150120,20160131,20100915,20140224,3NP,2333,,2376180,,,nouvelle station,,,Obsolescence - Nouvelles exigences,N,,FR030272001000,SISSONNE
11483,23182,,,,3833,20141209,20151231,20110801,20110901,2,2100,,1922430,,,Réhabilitation de la station,,,obsolescence,N,,FR060969207001,ST GERMAIN AU MONT D'OR
6881,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,3761,20211231,20221231,20141231,20141231,2,3761,34.6,35887,,,"
various activities on uwwtp",,,,C,,PLWL1940N,Perzow
6882,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,6280,20171231,20181231,20141231,20141231,2,2867,17.9,241973,,,extension and modernization  of the treatment plant,,,,C,,PLWL1990N,Nagradowice
6883,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,6280,20201231,20211231,20141231,20141231,2,4170,43,239246,,,extension of the treatment plant,,,,C,,PLWL2000N,Tulce
6884,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,3400,20201231,20211231,20141231,20141231,2,2780,3.3,554428,,,extension and modernization  of the treatment plant,,,,C,,PLWL2010N,Stare Oborzyska
6885,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,6000,20201231,20211231,20141231,20141231,2,5115,17,255993,,,modernization of sewage sludge managment,,,,C,,PLWL2020N,Racot
6886,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,2600,20181231,20191231,20141231,20141231,2,2548,31.8,550266,,,modernization of the treatment plant,,,,C,,PLWL2030N,Stary Licheñ
6887,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,10581,20161231,20171231,20141231,20141231,1,10581,0,2483370,,,building a new treatment plant ,,,inadequate standards for wastewater treatment,P,,PLWL2110N,Brak
6888,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,2200,20201231,20211231,20141231,20141231,2,1993,0,358869,,,extension of the treatment plant,,,,C,,PLWL2120N,Mycielin
6889,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,2000,20201231,20211231,20141231,20141231,2,10525,84.3,191397,,,modernization of the treatment plant and modernization of sewage sludge managment,,,inadequate standards for wastewater treatment,P,,PLWL2140N,Biologiczna
11248,27444,,,,,,,,,3,,,,,,,,,,,,IT18Q13000000049,Verzino - Rete  Vigne Casale
11249,27444,,,,,,,,,3,,,,,,,,,,,,IT18Q15100000050,Verzino - rete Petrarizzo
6890,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,0,20211231,20221231,20141231,20141231,2,0,0,1196,,,"
various activities on uwwtp",,,inadequate standards for wastewater treatment,P,,PLWL2151N,Kiszkowo
6891,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,0,20211231,20221231,20141231,20141231,2,0,0,718,,,"
various activities on uwwtp",,,,C,,PLWL2152N,Slawno
6892,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,5490,20211231,20221231,20141231,20141231,2,5490,8.8,250730,,,extension and modernization  of the treatment plant,,,,C,,PLWL2160N,Rososzyca
6893,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,3652,20211231,20221231,20141231,20141231,1,3652,0,135796,,,"
various activities on uwwtp",,,,C,,PLWL2220N,Gminna oczyszczalnia sciekow w miejscowosci Wijewo
6894,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,256853,20201231,20211231,20141231,20141231,3NP,256853,2.5,7040050,,,modernization of the treatment plant,,,,C,,PLWM0010,",,lyna"" "
6895,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,148720,20201231,20211231,20141231,20141231,3NP,146141,0,9641610,,,extension and modernization  of the treatment plant,,,,C,,PLWM0020,OMB Elblag
6896,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,152000,20201231,20211231,20141231,20141231,3NP,130280,2.6,2392460,,,extension and modernization  of the treatment plant,,,,C,,PLWM0030,Nowa Wies Elcka
6897,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,69721,20151231,20161231,20141231,20141231,3NP,69721,0.9,8374,,,modernization of sewage sludge managment,,,,C,,PLWM0040,Tyrowo
6898,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,98615,20201231,20211231,20141231,20141231,3NP,77106,0,10901200,,,extension and modernization  of the treatment plant,,,,C,,PLWM0050,GIzYCKO
6899,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,70000,20201231,20211231,20141231,20141231,3NP,36204,0,317001,,,modernization of sewage sludge managment,,,,C,,PLWM0060,Ketrzyn
6900,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,90000,20201231,20211231,20141231,20141231,3NP,92554,1.7,1913970,,,modernization of sewage sludge managment,,,,C,,PLWM0070,Dziarny
6901,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,68000,20201231,20211231,20141231,20141231,3NP,33674,0,5598350,,,modernization of sewage sludge managment,,,,C,,PLWM0080,Szczytno
6902,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,9733,20161231,20171231,20141231,20141231,2,9733,0,215321,,,extension and modernization  of the treatment plant,,,,C,,PLWM0090,Mlynary
6903,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,35497,20151231,20161231,20141231,20141231,3NP,35497,0.9,2801620,,,extension and modernization  of the treatment plant,,,inadequate standards for wastewater treatment,P,,PLWM0110,Jedrychowko
6904,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,20414,20151231,20161231,20141231,20141231,3NP,20414,0,555003,,,modernization of sewage sludge managment,,,,C,,PLWM0120,Braniewo
6905,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,26056,20201231,20211231,20141231,20141231,3NP,24341,0,3870330,,,modernization of the treatment plant,,,,C,,PLWM0140,Biskupiec
6906,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,28000,20201231,20211231,20141231,20141231,3NP,16737,2,1435480,,,modernization of sewage sludge managment,,,,C,,PLWM0150,Miejska Oczyszczalnia sciekow w Lidzbarku Warmiñskim
6907,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,30000,20201231,20211231,20141231,20141231,3NP,27084,0,1196230,,,modernization of sewage sludge managment,,,,C,,PLWM0160,Oczyszczalnia sciekow w Polskiej Wsi
6908,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,30000,20201231,20211231,20141231,20141231,3NP,22683,0,2870950,,,modernization of the treatment plant,,,,C,,PLWM0170,Olecko
6909,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,28000,20201231,20211231,20141231,20141231,3NP,28280,0,854347,,,modernization of sewage sludge managment,,,,C,,PLWM0180,Jagodne
6910,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,9994,20181231,20191231,20141231,20141231,2,10014,0,789511,,,extension and modernization  of the treatment plant,,,,C,,PLWM0190,Mikosze II
6911,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,29540,20151231,20161231,20141231,20141231,3NP,29540,0,322982,,,modernization of sewage sludge managment,,,,C,,PLWM0210,Lubawa
6912,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,3300,20191231,20201231,20141231,20141231,2,12546,4.8,0,,,extension and modernization  of the treatment plant,,,,C,,PLWM0220,Kosyñ
6913,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,16909,20151231,20161231,20141231,20141231,3NP,16909,0,3842730,,,extension and modernization  of the treatment plant,,,,C,,PLWM0230,Wegorzewo
11130,27444,,,,,,,,,3,,,,,,,,,,,,IT18Q90000002705,Malvito - Capoluogo
11131,27444,,,,,,,,,3,,,,,,,,,,,,IT18Q90000002708,Malvito - Rete
11132,27444,,,,,,,,,3,,,,,,,,,,,,IT18Q90000003096,Mammola - loc.Aspalmo
11133,27444,,,,,,,,,3,,,,,,,,,,,,IT18Q90000003095,Mammola - loc.Chiusa
11134,27444,,,,,,,,,3,,,,,,,,,,,,IT18Q90000003097,Mammola - loc.San Todaro
6914,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,19000,20201231,20211231,20141231,20141231,3NP,17461,0,3296190,,,extension and modernization  of the treatment plant and modernization of sewage sludge managment,,,,C,,PLWM0240,Goldap
6915,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,12400,20201231,20211231,20141231,20141231,2,14545,9.9,741662,,,extension and modernization  of the treatment plant,,,,C,,PLWM0270,Oczyszczalnia sciekow w Suszu
6916,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,12991,20211231,20221231,20141231,20141231,2,12991,1,0,,,modernization of the treatment plant,,,,C,,PLWM0280,Paslek
6917,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,10000,20211231,20221231,20141231,20141231,2,10000,4,0,,,modernization of the treatment plant,,,,C,,PLWM0310,Ruciane-Nida
6918,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,9500,20161231,20171231,20141231,20141231,2,8499,0,1315850,,,modernization of sewage sludge managment,,,,C,,PLWM0320,ORNETA
6919,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,11095,20211231,20221231,20141231,20141231,2,11095,20,0,,,modernization of the treatment plant,,,,C,,PLWM0330,Lidzbark
6920,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,14999,20181231,20191231,20141231,20141231,2,7861,0,1842190,,,building a new treatment plant,,,,C,,PLWM0340,lukta
6921,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,3000,20201231,20211231,20141231,20141231,2,3862,0,507201,,,extension and modernization  of the treatment plant,,,,C,,PLWM0350,Kurzetnik
11142,27444,,,,,,,,,3,,,,,,,,,,,,IT18Q15100000065,Maropati - via veneto
11143,27444,,,,,,,,,3,,,,,,,,,,,,IT18Q13000000043,Melissa - Rete  Via Sabotino
11144,27444,,,,,,,,,3,,,,,,,,,,,,IT18Q13000000042,Melissa - Rete SP12
11145,27444,,,,,,,,,3,,,,,,,,,,,,IT18Q90000002997,Mesoraca - Rete
11146,27444,,,,,,,,,3,,,,,,,,,,,,IT18Q90000002718,Mongrassano - Rete
11147,27444,,,,,,,,,3,,,,,,,,,,,,IT18Q90000003120,Montebello Jonico - Saline
6922,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,3900,20201231,20211231,20141231,20141231,3NP,13877,0,2177140,,,modernization of the treatment plant,,,,C,,PLWM0380,MIKOlAJKI
6923,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,8250,20191231,20201231,20141231,20141231,2,11995,0,2392460,,,extension and modernization  of the treatment plant,,,,C,,PLWM0420,Tolkmicko
6924,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,5320,20181231,20191231,20141231,20141231,2,4137,0.5,239246,,,modernization of sewage sludge managment,,,,C,,PLWM0430,Frombork
6925,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,7427,20201231,20211231,20141231,20141231,2,5767,9,239246,,,modernization of sewage sludge managment,,,,C,,PLWM0440,Korsze
6926,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,4464,20151231,20161231,20141231,20141231,2,4464,0,167472,,,modernization of sewage sludge managment,,,,C,,PLWM0460,Miejska Oczyszczalnia sciekow w Gorowie Ilaweckim
6927,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,11000,20191231,20201231,20141231,20141231,2,6294,0,95698,,,modernization of sewage sludge managment,,,,C,,PLWM0510,Piecki
6928,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,3700,20181231,20191231,20141231,20141231,3NP,6446,23.8,1279970,,,building a new treatment plant,,,,C,,PLWM0520,Pasym
6929,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,6000,20181231,20191231,20141231,20141231,2,4005,0,598115,,,modernization of the treatment plant,,,,C,,PLWM0530,Pieniezno
6930,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,2884,20211231,20221231,20141231,20141231,2,2884,6.6,0,,,modernization of the treatment plant,,,,C,,PLWM0600,Wydminy
11157,27444,,,,,,,,,3,,,,,,,,,,,,IT18Q90000002744,Pedace - Rete
11158,27444,,,,,,,,,3,,,,,,,,,,,,IT18Q9000002958,Pentone - Valle Mulini
11159,27444,,,,,,,,,3,,,,,,,,,,,,IT18Q90000002999,Petilia - San Liborio
6931,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,12323,20211231,20221231,20141231,20141231,3NP,5493,1,4067180,,,extension and modernization  of the treatment plant,,,,C,,PLWM0620,Stawiguda
6932,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,4500,20201231,20211231,20141231,20141231,2,2835,0,1450070,,,extension and modernization  of the treatment plant,,,inadequate standards for wastewater treatment,P,,PLWM0630,Milomlyn
6933,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,177760,20151231,20161231,20141231,20141231,3NP,177760,3.8,119623,,,modernization of sewage sludge managment,,,,C,,PLZA0020,JAMNO
6934,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,132000,20201231,20211231,20141231,20141231,3NP,89137,0,2631700,,,modernization of sewage sludge managment,,,,C,,PLZA0030,Pobierowo
6935,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,105280,20151231,20161231,20141231,20141231,3NP,105280,0,0,,,extension and modernization  of the treatment plant,,,,C,,PLZA0040,STARGARD SZCZECIÑSKI
6936,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,185000,20161231,20171231,20141231,20141231,3NP,61815,0,252404,,,modernization of the treatment plant and modernization of sewage sludge managment,,,,C,,PLZA0050,swinoujscie
6937,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,219612,20201231,20211231,20141231,20141231,3NP,219612,0,6459640,,,modernization of sewage sludge managment,,,,C,,PLZA0060,Korzyscienko
6938,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,24196,20181231,20191231,20141231,20141231,3NP,11391,0,574190,,,modernization of sewage sludge managment,,,,C,,PLZA0090,Miedzywodzie
6939,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,52380,20151231,20161231,20141231,20141231,3NP,52380,0,1570900,,,extension and modernization  of the treatment plant,,,inadequate standards for wastewater treatment,P,,PLZA0100,Walcz
6940,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,60500,20201231,20211231,20141231,20141231,3NP,33431,0,696206,,,extension and modernization  of the treatment plant,,,,C,,PLZA0110,Bialogard
