uwwState,rptMStateKey,uwwCode,uwwName,uwwBODIncoming,uwwCODIncoming,uwwNIncoming,uwwPIncoming,uwwBODDischarge,uwwCODDischarge,uwwNDischarge,uwwPDischarge,QAflag,Remark
1,FR,FR037704001000,BOISSISE LE ROI,,,,,,,,, , 
1,FR,FR026806301928,CERNAY,,,,,,,,, , 
1,FR,FR037700501000,ANNET SUR MARNE,,,,,,,,, , 
1,FR,FR0417434S0002,SURGERES,,,,,,,,, , 
1,FR,FR026802300417,BEBLENHEIM,,,,,,,,, , 
1,FR,FR039124301000,FONTENAY LES BRIIS,,,,,,,,, , 
1,FR,FR037664801000,SAINT-SAENS,,,,,,,,, , 
1,FR,FR035050201000,SAINT LO,,,,,,,,, , 
1,FR,FR037612501000,BOSC-LE-HARD,,,,,,,,, , 
1,FR,FR010768200000,THUMERIES,,,,,,,,, , 
1,FR,FR011031900000,AULT (WOIGNARUE) SE,,,,,,,,, , 
1,FR,FR109740700001,STEP du Port,,,,,,,,, , 
1,FR,FR026815600438,ISSENHEIM,,,,,,,,, , 
1,FR,FR060971532001,TAIZE - Communauté,,,,,,,,, , 
1,FR,FR0417222S0001,MARSILLY( Charente Maritime),,,,,,,,, , 
1,FR,FR039545001000,CERGY-PONTOISE-Neuville sur Oise.,,,,,,,,, , 
1,FR,FR037743104000,NEMOURS,,,,,,,,, , 
1,FR,FR036067802000,VILLENEUVE-LES-SABLONS,,,,,,,,, , 
1,FR,FR031437001000,MOLAY-LITTRY,,,,,,,,, , 
1,FR,FR080000197231,TROIS-ILETS-ANSE MARETTE,,,,,,,,, , 
1,FR,FR032762201000,SERQUIGNY,,,,,,,,, , 
1,FR,FR039550401000,presles,,,,,,,,, , 
1,FR,FR037809601000,BOURDONNE,,,,,,,,, , 
1,FR,FR030238102000,Hirson II,,,,,,,,, , 
1,FR,FR0519028V001,BORT LES ORGUES,,,,,,,,, , 
1,FR,FR037729401000,MITRY-MORY,,,,,,,,, , 
1,FR,FR036015601000,CLAIROIX,,,,,,,,, , 
1,FR,FR037724101000,SAINT MARD,,,,,,,,, , 
1,FR,FR037753101000,VOULX,,,,,,,,, , 
1,FR,FR0540001V003,AIRE SUR L' ADOUR,,,,,,,,, , 
1,FR,FR031451602000,POTIGNY,,,,,,,,, , 
1,FR,FR037663701000,SASSETOT-LE-MAUCONDUIT,,,,,,,,, , 
1,FR,FR0533067V001,BOURG SUR GIRONDE,,,,,,,,, , 
1,FR,FR036004101000,BAILLEUL SUR THERAIN,,,,,,,,, , 
1,FR,FR060984055002,JONQUERETTES CHEF LIEU,,,,,,,,, , 
1,FR,FR036017602000,CREPY EN VALOIS,,,,,,,,, , 
1,FR,FR0533080V005,CADAUJAC,,,,,,,,, , 
1,FR,FR0564275V002,ISPOURE,,,,,,,,, , 
1,FR,FR0417286S0001,PORTES en RE,,,,,,,,, , 
1,FR,FR060984089001,Pertuis ville,,,,,,,,, , 
1,FR,FR0416106S0003,CONFOLENS,,,,,,,,, , 
1,FR,FR060969052004,CHAZAY D'AZERGUES LE MOULIN,,,,,,,,, , 
1,FR,FR0533284V002,MIOS,,,,,,,,, , 
1,FR,FR014023700000,NOEUX LES MINES (NELLE) SE,,,,,,,,, , 
1,FR,FR011044700000,FEUQUIERES EN VIMEU SE,,,,,,,,, , 
1,FR,FR060984147002,VILLELAURE,,,,,,,,, , 
1,FR,FR037844001000,LES MUREAUX,,,,,,,,, , 
0,FR,FRNOSTEP200871,CERVIONE - Plaine,,,,,,,,, , 
1,FR,FR060973330001,YENNE,,,,,,,,, , 
1,FR,FR036010601000,BREUIL LE SEC,,,,,,,,, , 
1,FR,FR0533036V001,BAZAS,,,,,,,,, , 
1,FR,FR010249900000,PICQUIGNY SE,,,,,,,,, , 
1,FR,FR032700801000,ALIZAY,,,,,,,,, , 
1,FR,FR014027300000,GRANDVILLIERS,,,,,,,,, , 
1,FR,FR109741600002,STEP de GRAND BOIS,,,,,,,,, , 
1,FR,FR026835200465,VOLGELSHEIM,,,,,,,,, , 
1,FR,FR060971584001,FLEURVILLE-VIRE,,,,,,,,, , 
1,FR,FR011048900000,CHAULNES SE,,,,,,,,, , 
1,FR,FR014023400000,BAPAUME (AVESNES/BAPAUME) SE,,,,,,,,, , 
1,FR,FR011259600000,BRUAY-LA-BUISSIERE,,,,,,,,, , 
1,FR,FR011080400000,BEUVRY-LA-FORET,,,,,,,,, , 
1,FR,FR011222200000,ECQUES SE,,,,,,,,, , 
1,FR,FR037808401000,BOISSY SANS AVOIR,,,,,,,,, , 
1,FR,FR0417218S0003,MARANS Charente Maritime,,,,,,,,, , 
1,FR,FR037740702000,SAINT FARGEAU PONTHIERRY,,,,,,,,, , 
1,FR,FR037722902000,LA HOUSSAYE EN BRIE,,,,,,,,, , 
1,FR,FR0540192V003,Mont de marsan - Jouanas,,,,,,,,, , 
1,FR,FR0472039S0002,BONNETABLE - La Grande Brancherie,,,,,,,,, , 
1,FR,FR0472039S0003,BONNETABLE - la grande brancherie.,,,,,,,,, , 
1,FR,FR0533240V008,LESPARRE-GAILLAN (intercommunale),,,,,,,,, , 
1,FR,FR011079700000,AUBY,,,,,,,,, , 
1,FR,FR037656501000,SAINT-AUBIN-SUR-SCIE,,,,,,,,, , 
1,FR,FR031023301000,MERY SUR SEINE,,,,,,,,, , 
1,FR,FR060969108002,LANCIE,,,,,,,,, , 
1,FR,FR037636001000,AUFFAY,,,,,,,,, , 
1,FR,FR011279900000,BOESCHEPE,,,,,,,,, , 
1,FR,FR011072300000,BOUSIES,,,,,,,,, , 
1,FR,FR031476202000,VIRE,,,,,,,,, , 
1,FR,FR037861503000,LE VAL DES EGLANTIERS,,,,,,,,, , 
1,FR,FR0517415V005,SAINTES,,,,,,,,, , 
1,FR,FR010297300000,SANGATTE SE,,,,,,,,, , 
1,FR,FR010438400000,CRESPIN SE,,,,,,,,, , 
1,FR,FR010428500000,SERAUCOURT LE GRAND (nouvelle),,,,,,,,, , 
1,FR,FR080000197234,BELLEFONTAINE - MARTINIQUE - Fond Laillet/Cheval Blanc/bourg,,,,,,,,, , 
1,FR,FR011036400000,BOHAIN EN VERMANDOIS,,,,,,,,, , 
1,FR,FR037709601000,CHARTRETTES,,,,,,,,, , 
1,FR,FR037727601000,QUINCY VOISINS,,,,,,,,, , 
1,FR,FR060920034001,BELGODERE- Lozari,,,,,,,,, , 
1,FR,FR026717600321,GUNDERSHOFFEN,,,,,,,,, , 
1,FR,FR060984019004,BOLLENE - L'ECLUSE -,,,,,,,,, , 
1,FR,FR0517241V004,MONTGUYON (INTERCOMMUNALE),,,,,,,,, , 
1,FR,FR037610101000,BLANGY-SUR-BRESLE,,,,,,,,, , 
1,FR,FR026830000459,SAUSHEIM,,,,,,,,, , 
1,FR,FR026720600331,HOFFEN,,,,,,,,, , 
1,FR,FR026740900380,ROPPENHEIM,,,,,,,,, , 
1,FR,FR026735500370,OERMINGEN,,,,,,,,, , 
1,FR,FR060921487001,PLUVET,,,,,,,,, , 
1,FR,FR036022301000,ESTREES ST DENIS,,,,,,,,, , 
1,FR,FR080000297229,SCHOELCHER FOND LAYAHE,,,,,,,,, , 
1,FR,FR0471040S0002,BLANZY,,,,,,,,, , 
1,FR,FR0547252V001,SAINTE LIVRADE SUR LOT,,,,,,,,, , 
1,FR,FR060969091001,Givors,,,,,,,,, , 
1,FR,FR038930901000,PONT SUR YONNE,,,,,,,,, , 
1,FR,FR025720901143,FAULQUEMONT amont,,,,,,,,, , 
1,FR,FR025728801776,HAM-SOUS-VARSBERG,,,,,,,,, , 
1,FR,FR0519272V004,TULLE (MULATET),,,,,,,,, , 
1,FR,FR031411702000,CABOURG 2,,,,,,,,, , 
1,FR,FR109740900001,STEP DE SAINT - ANDRE,,,,,,,,, , 
1,FR,FR037848601000,LE PERRAY EN YVELINES,,,,,,,,, , 
1,FR,FR037802901000,AUBERGENVILLE,,,,,,,,, , 
1,FR,FR026811500431,GUEWENHEIM,,,,,,,,, , 
1,FR,FR035061601000,AVRANCHES / LE VAL-SAINT-PERE,,,,,,,,, , 
1,FR,FR037724801000,ESBLY,,,,,,,,, , 
1,FR,FR060973306002,SAINT MICHEL DE MAURIENNE,,,,,,,,, , 
1,FR,FR060913004002,ARLES-RAPHELE-MOULES,,,,,,,,, , 
1,FR,FR0423096S0006,GUERET LES GOUTTES,,,,,,,,, , 
1,FR,FR0487126S0001,ROCHECHOUART La Maillerie - le puy du moulin,,,,,,,,, , 
1,FR,FR060969021002,BESSENAY,,,,,,,,, , 
1,FR,FR060939356001,MONTIGNY-SUR-AIN,,,,,,,,, , 
1,FR,FR026807801903,EGUISHEIM,,,,,,,,, , 
1,FR,FR037670901000,LE TRAIT,,,,,,,,, , 
1,FR,FR0509225V003,Pamiers,,,,,,,,, , 
1,FR,FR0479017S0001,NUEIL LES AUBIERS,,,,,,,,, , 
1,FR,FR037732004000,COULOMMIERS,,,,,,,,, , 
1,FR,FR030253201000,MOY DE L AISNE,,,,,,,,, , 
1,FR,FR031402201000,ASNELLES,,,,,,,,, , 
1,FR,FR025749900228,NEUFGRANGE,,,,,,,,, , 
1,FR,FR025400700036,AINGERAY,,,,,,,,, , 
1,FR,FR0540133V001,Labenne,,,,,,,,, , 
1,FR,FR0487040S0001,CHATEAUNEUF LA FORET,,,,,,,,, , 
1,FR,FR036041402000,MONTATAIRE,,,,,,,,, , 
1,FR,FR036014301000,CHAUMONT EN VEXIN,,,,,,,,, , 
1,FR,FR060913039003,Fos sur mer,,,,,,,,, , 
1,FR,FR0479327S0001,THORIGNE LES QUATRES CHEMINS,,,,,,,,, , 
1,FR,FR026747801412,SAVERNE,,,,,,,,, , 
1,FR,FR010257700000,BRAY SUR SOMME SE,,,,,,,,, , 
1,FR,FR011251900000,BUSIGNY,,,,,,,,, , 
1,FR,FR014012500000,CAMBRAI,,,,,,,,, , 
1,FR,FR031000602000,ARCIS SUR AUBE,,,,,,,,, , 
1,FR,FR0509122V001,FOIX (LABARRE),,,,,,,,, , 
1,FR,FR025439701614,NEUVES MAISONS,,,,,,,,, , 
1,FR,FR0516015V004,ANGOULEME (FREGENEUIL),,,,,,,,, , 
1,FR,FR032758001000,SAINT-OUEN-DE-THOUBERVILLE,,,,,,,,, , 
1,FR,FR0417407S0001,STE SOULLE,,,,,,,,, , 
1,FR,FR080000197207,DUCOS-PAYS NOYE,,,,,,,,, , 
1,FR,FR037712301000,COMPANS,,,,,,,,, , 
1,FR,FR030275801000,VAILLY SUR AISNE,,,,,,,,, , 
1,FR,FR037743702000,SAINT-SOUPPLETS,,,,,,,,, , 
1,FR,FR037750802000,VILLENEUVE LE COMTE,,,,,,,,, , 
1,FR,FR0540150V003,LEON,,,,,,,,, , 
1,FR,FR0540187V003,Moliets et Maa,,,,,,,,, , 
1,FR,FR026751100403,WALBOURG,,,,,,,,, , 
1,FR,FR060911188002,LAPALME,,,,,,,,, , 
1,FR,FR060970451001,RONCHAMP,,,,,,,,, , 
1,FR,FR037844401000,NEAUPHLETTE BREVAL,,,,,,,,, , 
1,FR,FR039508801000,Bonneuil-en-France,,,,,,,,, , 
1,FR,FR037731501000,MONTRY,,,,,,,,, , 
1,FR,FR011054500000,FECHAIN,,,,,,,,, , 
1,FR,FR031468901000,THURY-HARCOURT,,,,,,,,, , 
1,FR,FR060973098001,LES DESERTS - LA FECLAZ,,,,,,,,, , 
1,FR,FR026747200394,SOUFFLENHEIM,,,,,,,,, , 
1,FR,FR010438100000,SAINS-DU-NORD,,,,,,,,, , 
1,FR,FR0472090S0002,CONNERRE,,,,,,,,, , 
1,FR,FR0472181S0017,LE MANS - Les Etangs,,,,,,,,, , 
1,FR,FR0472181S0016,LE MANS - La Chauvinière,,,,,,,,, , 
1,FR,FR0509185V002,MAZERES,,,,,,,,, , 
1,FR,FR037840201000,MEZIERES-SUR-SEINE,,,,,,,,, , 
1,FR,FR037744201000,CHAMPAGNE SUR SEINE,,,,,,,,, , 
1,FR,FR037729102000,LE MESNIL-AMELOT,,,,,,,,, , 
1,FR,FR060920033001,BASTIA-Sud,,,,,,,,, , 
1,FR,FR032763501000,LES ANDELYS,,,,,,,,, , 
1,FR,FR0485051S0004,CHANTONNAY rue de la Poirasse,,,,,,,,, , 
1,FR,FR028814801924,DOMMARTIN-LES-REMIREMONT,,,,,,,,, , 
1,FR,FR032759501000,SAINT PIERRE DU BOSGUERARD,,,,,,,,, , 
1,FR,FR0564495V003,Saint Pee sur Nivelle,,,,,,,,, , 
1,FR,FR010737800000,ANOR,,,,,,,,, , 
1,FR,FR011045500000,AVESNES-SUR-HELPE,,,,,,,,, , 
1,FR,FR037749301000,VERNEUIL L'ETANG,,,,,,,,, , 
1,FR,FR037712701000,COUBERT,,,,,,,,, , 
1,FR,FR060984072002,MAZAN,,,,,,,,, , 
1,FR,FR0533012V004,ARSAC,,,,,,,,, , 
1,FR,FR0540157V004,LIT ET MIXE,,,,,,,,, , 
1,FR,FR060905093001,NEVACHE Village,,,,,,,,, , 
1,FR,FR028837200815,RAON-BERTRICHAMPS,,,,,,,,, , 
1,FR,FR080000197230,TRINITE DESMARINIERES,,,,,,,,, , 
1,FR,FR035039401000,PERIERS,,,,,,,,, , 
1,FR,FR080000197210,FRANCOIS POINTE COURCHET,,,,,,,,, , 
1,FR,FR036056201000,SACY LE GRAND,,,,,,,,, , 
1,FR,FR036060301000,SALENCY,,,,,,,,, , 
1,FR,FR037661001000,SAINTE-MARIE-DES-CHAMPS,,,,,,,,, , 
1,FR,FR109741600001,SAINT-PIERRE-Pierrefonds,,,,,,,,, , 
1,FR,FR026823001236,NAMBSHEIM,,,,,,,,, , 
1,FR,FR026717701884,GUNSTETT,,,,,,,,, , 
1,FR,FR039113501000,CHAMPCUEIL,,,,,,,,, , 
1,FR,FR037710002000,LE CHATELET EN BRIE,,,,,,,,, , 
1,FR,FR030257501000,ORIGNY STE BENOITE,,,,,,,,, , 
1,FR,FR0547070V002,CONDEZAYGUES,,,,,,,,, , 
1,FR,FR011042100000,ARLEUX,,,,,,,,, , 
1,FR,FR031436601000,LISIEUX,,,,,,,,, , 
1,FR,FR037616902000,LA CERLANGUE,,,,,,,,, , 
1,FR,FR036033800100,LA CROIX-SAINT-OUEN,,,,,,,,, , 
1,FR,FR036053101000,REMY,,,,,,,,, , 
1,FR,FR011080900000,AILLY SUR SOMME SE,,,,,,,,, , 
1,FR,FR010295800000,MONTDIDIER,,,,,,,,, , 
1,FR,FR010249000000,CATEAU-CAMBRESIS,,,,,,,,, , 
1,FR,FR030201802000,ANIZY LE CHATEAU (nouvelle),,,,,,,,, , 
1,FR,FR026716900319,GRIES,,,,,,,,, , 
1,FR,FR037660501000,SAINTE-MARGUERITE-SUR-MER,,,,,,,,, , 
1,FR,FR031471201000,TROARN,,,,,,,,, , 
1,FR,FR036011901000,CAMBRONNE-LES-RIBECOURT,,,,,,,,, , 
1,FR,FR0533037V002,BEAUTIRAN 2,,,,,,,,, , 
1,FR,FR060973303001,UGINE,,,,,,,,, , 
1,FR,FR060906095001,Peymeinade,,,,,,,,, , 
1,FR,FR0565138V001,CAUTERETS,,,,,,,,, , 
1,FR,FR060934056001,CASTELNAU DE GUERS,,,,,,,,, , 
1,FR,FR060934340001,VILLETELLE,,,,,,,,, , 
1,FR,FR060990080002,Phaffans Bessoncourt,,,,,,,,, , 
1,FR,FR060913067002,ORGON,,,,,,,,, , 
1,FR,FR011053300000,ATTICHES,,,,,,,,, , 
1,FR,FR011047300000,AMBLETEUSE,,,,,,,,, , 
1,FR,FR011043200000,FRIVILLE ESCARBOTIN,,,,,,,,, , 
1,FR,FR014002600000,NESLE NOUVELLE SE,,,,,,,,, , 
1,FR,FR037640201000,MONTVILLE,,,,,,,,, , 
1,FR,FR036061202000,SENLIS,,,,,,,,, , 
1,FR,FR036040902000,MOGNEVILLE,,,,,,,,, , 
1,FR,FR0540279V002,ST PAUL LES DAX 2,,,,,,,,, , 
1,FR,FR037832701000,JUZIERS,,,,,,,,, , 
1,FR,FR037702201000,BARBIZON,,,,,,,,, , 
1,FR,FR060920020001,AREGNO,,,,,,,,, , 
1,FR,FR0517333V003,ST GEORGES DE DIDONNE,,,,,,,,, , 
1,FR,FR060969207001,ST GERMAIN AU MONT D'OR,,,,,,,,, , 
1,FR,FR0479170S0001,MAUZE SUR LE MIGNON LES BRANDES,,,,,,,,, , 
1,FR,FR060921461001,NOLAY,,,,,,,,, , 
1,FR,FR025443101250,PONT A MOUSSON,,,,,,,,, , 
1,FR,FR0479179S0002,MONCOUTANT LA BOIZARDIERE,,,,,,,,, , 
1,FR,FR0517411V001,ST TROJAN LES BAINS,,,,,,,,, , 
1,FR,FR037808701010,BONNELLES,,,,,,,,, , 
1,FR,FR037734401000,OISSERY St PATHUS,,,,,,,,, , 
1,FR,FR060920065001,CARGESE,,,,,,,,, , 
1,FR,FR060984034002,CAUMONT SUR DURANCE,,,,,,,,, , 
1,FR,FR035016801000,DUCEY,,,,,,,,, , 
1,FR,FR037731201000,MONTIGNY SUR LOING,,,,,,,,, , 
1,FR,FR0471176S0004,DIGOIN,,,,,,,,, , 
1,FR,FR060920185002,OLETTA - Projet nouvelle STEP,,,,,,,,, , 
1,FR,FR037665501000,SAINT-VALERY-EN-CAUX,,,,,,,,, , 
1,FR,FR010687900000,BAILLEUL SIR BERTHOULT SE,,,,,,,,, , 
1,FR,FR032722601000,ETREPAGNY,,,,,,,,, , 
1,FR,FR037846501000,ORGERUS,,,,,,,,, , 
1,FR,FR014026100000,FRESNES SUR ESCAUT,,,,,,,,, , 
1,FR,FR060905026001,Ceillac,,,,,,,,, , 
1,FR,FRAL0122857660,BURBACH,,,,,,,,, , 
1,FR,FR025771401481,HAUTE VIGNEULLES,,,,,,,,, , 
1,FR,FR060920077001,CASTELLARE DI CASINCA,,,,,,,,, , 
1,FR,FR0487001S0004,AIXE-SUR-VIENNE,,,,,,,,, , 
1,FR,FR031404401000,BASLY,,,,,,,,, , 
1,FR,FR0533417V002,SAINTE-HELENE,,,,,,,,, , 
1,FR,FR011055500000,BOULOGNE SUR MER,,,,,,,,, , 
1,FR,FR060984035003,CAVAILLON,,,,,,,,, , 
1,FR,FR010693700000,Fouquières les Lens,,,,,,,,, , 
1,FR,FR060969220002,ST LAURENT DE CHAMOUSSET,,,,,,,,, , 
1,FR,FR036150801000,VIMOUTIERS,,,,,,,,, , 
1,FR,FR037831002000,HOUDAN,,,,,,,,, , 
1,FR,FR026746201414,SELESTAT,,,,,,,,, , 
1,FR,FR035049601000,SAINT-JEAN-LE-THOMAS,,,,,,,,, , 
1,FR,FR026728300347,MARMOUTIER,,,,,,,,, , 
1,FR,FR060913007002,AURIOL- VALLEE DE L'HUVEAUNE,,,,,,,,, , 
1,FR,FR060925048001,BAVANS,,,,,,,,, , 
1,FR,FR010389600000,WATTEN SE,,,,,,,,, , 
1,FR,FR014025000000,GOEULZIN,,,,,,,,, , 
1,FR,FR011049100000,GHYVELDE,,,,,,,,, , 
1,FR,FR0565059V004,BAGNERES Ville,,,,,,,,, , 
1,FR,FR0546045V002,CAJARC,,,,,,,,, , 
1,FR,FR037853101000,ROSNY-SUR-SEINE,,,,,,,,, , 
1,FR,FR060984019007,BOLLENE-CROISIERE,,,,,,,,, , 
1,FR,FR0517168V001,FOURAS,,,,,,,,, , 
1,FR,FR020805302198,BAZEILLES,,,,,,,,, , 
1,FR,FR036066701000,VERBERIE,,,,,,,,, , 
1,FR,FR0581120V003,LABRUGUIERE Ville,,,,,,,,, , 
1,FR,FR037721002000,Grande Paroisse,,,,,,,,, , 
1,FR,FR038934801000,ST JULIEN DU SAULT,,,,,,,,, , 
1,FR,FR060913044002,GRANS,,,,,,,,, , 
1,FR,FR0456147S0001,NIVILLAC,,,,,,,,, , 
1,FR,FR025446200086,ROSIERES-AUX-SALINES,,,,,,,,, , 
1,FR,FR026717301445,GRIESHEIM SUR SOUFFEL,,,,,,,,, , 
1,FR,FR0517385V004,SAINT-PIERRE-D'OLERON,,,,,,,,, , 
1,FR,FR037749401000,VERNOU LA CELLE SUR SEINE,,,,,,,,, , 
1,FR,FR030261001000,POMMIERS,,,,,,,,, , 
1,FR,FR011090400000,Courcelles Les Lens,,,,,,,,, , 
1,FR,FR010999300000,COUSOLRE,,,,,,,,, , 
1,FR,FR011049800000,ROYE SE,,,,,,,,, , 
1,FR,FR036049101000,PIERREFONDS,,,,,,,,, , 
1,FR,FR080000197225,SAINT-PIERRE-FOND CORRE,,,,,,,,, , 
1,FR,FR060973270002,ST PIERRE D'ALBIGNY,,,,,,,,, , 
1,FR,FR060984122001,SARRIANS Intercommunale,,,,,,,,, , 
1,FR,FR060984036002,CHATEAUNEUF DE GADAGNE,,,,,,,,, , 
1,FR,FR036044602000,NANTEUIL LE HAUDOUIN,,,,,,,,, , 
1,FR,FR060920143002,LINGUIZZETTA,,,,,,,,, , 
1,FR,FR037662401000,SAINT-NICOLAS-D'ALIERMONT,,,,,,,,, , 
1,FR,FR060920198001,OTA PORTO,,,,,,,,, , 
1,FR,FR0509306V001,TARASCON-SUR-ARIEGE-SURBA,,,,,,,,, , 
1,FR,FR011042400000,VILLENEUVE-D'ASCQ,,,,,,,,, , 
1,FR,FR010291000000,AUDRUICQ,,,,,,,,, , 
1,FR,FR011048600000,BAILLEUL,,,,,,,,, , 
1,FR,FR032718301000,LA COUTURE-BOUSSEY,,,,,,,,, , 
1,FR,FR038037301000,GAMACHES SE,,,,,,,,, , 
1,FR,FR012022900000,DUISANS SE,,,,,,,,, , 
1,FR,FR010711800000,MERICOURT-L'ABBE,,,,,,,,, , 
1,FR,FR011035200000,LE PORTEL,,,,,,,,, , 
1,FR,FR011195700000,FRETHUN SE,,,,,,,,, , 
1,FR,FR039101601000,ANGERVILLE,,,,,,,,, , 
1,FR,FR079712900001,SAINTE-ROSE-GUA-bourg,,,,,,,,, , 
1,FR,FR030223901000,CREZANCY,,,,,,,,, , 
1,FR,FR037748301000,VARREDDES,,,,,,,,, , 
1,FR,FR0540088V008,DAX COMMUNALE,,,,,,,,, , 
1,FR,FR037654801000,RY,,,,,,,,, , 
1,FR,FR0582013V002,Beaumont,,,,,,,,, , 
1,FR,FR0509032V002,AX LES THERMES (COMMUNALE),,,,,,,,, , 
1,FR,FR035053901000,SAINT PIERRE EGLISE,,,,,,,,, , 
1,FR,FR035061502000,VALOGNES,,,,,,,,, , 
1,FR,FR036070001000,WARLUIS,,,,,,,,, , 
1,FR,FR037744801000,SEPT-SORTS,,,,,,,,, , 
1,FR,FR060973045001,Moutiers - Salins,,,,,,,,, , 
1,FR,FR060984104001,SABLET,,,,,,,,, , 
1,FR,FR037673501000,VEULES-LES-ROSES,,,,,,,,, , 
1,FR,FR012020500000,AMIENS,,,,,,,,, , 
1,FR,FR026817500444,LAPOUTROIE,,,,,,,,, , 
1,FR,FR026709501456,DIEMERINGEN,,,,,,,,, , 
1,FR,FR0540108V003,GASTES,,,,,,,,, , 
1,FR,FR036050101000,LE PLESSIS BRION,,,,,,,,, , 
1,FR,FR060984037001,CHATEAUNEUF DU PAPE,,,,,,,,, , 
1,FR,FR025454901405,VARANGEVILLE,,,,,,,,, , 
1,FR,FR039122601000,Etrechy,,,,,,,,, , 
1,FR,FR026806600424,COLMAR,,,,,,,,, , 
1,FR,FR031455601000,SAINT-ANDRE-SUR-ORNE,,,,,,,,, , 
1,FR,FR037675801000,YVETOT,,,,,,,,, , 
1,FR,FR0564160V004,CAMBO LES BAINS,,,,,,,,, , 
1,FR,FR035029401000,MARTINVAST,,,,,,,,, , 
1,FR,FR039511601000,BRUYERES SUR OISE,,,,,,,,, , 
1,FR,FR037732702000,NANGIS,,,,,,,,, , 
1,FR,FR0533395V002,SAINT ESTEPHE,,,,,,,,, , 
1,FR,FR037675001000,YAINVILLE,,,,,,,,, , 
1,FR,FR0540192V008,Mont de marsan - Conte,,,,,,,,, , 
1,FR,FR060911262003,Narbonne plage,,,,,,,,, , 
1,FR,FR060984056002,JONQUIERES 84,,,,,,,,, , 
1,FR,FR036100603000,ARGENTAN,,,,,,,,, , 
1,FR,FR0564065V004,ASCAIN,,,,,,,,, , 
1,FR,FR026803601697,BIESHEIM,,,,,,,,, , 
1,FR,FR026821700447,MOOSH,,,,,,,,, , 
1,FR,FR0449247S0002,LA POSSONIERE-nouvelle,,,,,,,,, , 
1,FR,FR035060101000,TORIGNI,,,,,,,,, , 
1,FR,FR060984069001,MALAUCENE,,,,,,,,, , 
1,FR,FR0579083V003,CHEF BOUTONNE GUIBOU,,,,,,,,, , 
1,FR,FR0417019S0001,ARS-EN-RE,,,,,,,,, , 
1,FR,FR037833701000,LIMETZ VILLEZ,,,,,,,,, , 
1,FR,FR037734901000,OTHIS,,,,,,,,, , 
1,FR,FR037715202000,Dammarie-Les-Lys,,,,,,,,, , 
1,FR,FR037703801000,Boissettes,,,,,,,,, , 
1,FR,FR060973248001,Saint Jean de Maurienne,,,,,,,,, , 
1,FR,FR026712801347,ERNOLSHEIM SUR BRUCHE,,,,,,,,, , 
1,FR,FR037711802000,SOUILLY,,,,,,,,, , 
1,FR,FR037708801000,LA CHAPELLE LA REINE,,,,,,,,, , 
1,FR,FR060930125002,GARONS,,,,,,,,, , 
1,FR,FR060930179002,MONTFRIN,,,,,,,,, , 
1,FR,FR060934281001,ST PARGOIRE,,,,,,,,, , 
1,FR,FR079712700001,SAINT-MARTIN-STEP de la Pointe des Canonniers,,,,,,,,, , 
1,FR,FR011044200000,AILLY-SUR-NOYE,,,,,,,,, , 
1,FR,FR010250700000,DESVRES,,,,,,,,, , 
1,FR,FR011040200000,BOUCHAIN ROEULX,,,,,,,,, , 
1,FR,FR014012600000,CAUDRY BEAUVOIS 2,,,,,,,,, , 
1,FR,FR037656101000,ELBEUF-SUR-SEINE,,,,,,,,, , 
1,FR,FR060984106001,SAINTE-CECILE LES VIGNES,,,,,,,,, , 
1,FR,FR0461168S0003,LA FERTE-MACE,,,,,,,,, , 
1,FR,FR080000497222,VERT PRE,,,,,,,,, , 
1,FR,FR036043902000,MOUY,,,,,,,,, , 
1,FR,FR036059102000,SAINT PAUL,,,,,,,,, , 
1,FR,FR0533213V003,LA BREDE,,,,,,,,, , 
1,FR,FR011044600000,DOUVRIN,,,,,,,,, , 
1,FR,FR030240801000,LAON,,,,,,,,, , 
1,FR,FR011032300000,ALBERT,,,,,,,,, , 
1,FR,FR039109901000,BOUTIGNY SUR ESSONNE,,,,,,,,, , 
1,FR,FR032708201000,LA BONNEVILLE-SUR-ITON,,,,,,,,, , 
1,FR,FR025733600198,L'HOPITAL,,,,,,,,, , 
1,FR,FR026730000350,MOLSHEIM,,,,,,,,, , 
1,FR,FR031466602000,SANNERVILLE,,,,,,,,, , 
1,FR,FR0540191V002,MONTAUT,,,,,,,,, , 
1,FR,FR060984038001,CHEVAL-BLANC,,,,,,,,, , 
1,FR,FR030267601000,ST ERME OUTRE ET RAMECOURT,,,,,,,,, , 
1,FR,FR036018801000,CUISE LA MOTTE,,,,,,,,, , 
1,FR,FR060984142002,VELLERON,,,,,,,,, , 
1,FR,FR037859101001,SEPTEUIL,,,,,,,,, , 
1,FR,FR0479162S0001,MAGNE BOURG,,,,,,,,, , 
1,FR,FR060921370001,MAGNY-SUR-TILLE,,,,,,,,, , 
1,FR,FR036148603000,TINCHEBRAY,,,,,,,,, , 
1,FR,FR0533314V001,PAUILLAC,,,,,,,,, , 
1,FR,FR0509264V002,SAINT JEAN DE VERGES (CHIVA),,,,,,,,, , 
1,FR,FR011078600000,ARDRES,,,,,,,,, , 
1,FR,FR011031100000,LAPUGNOY,,,,,,,,, , 
1,FR,FR010295300000,BIACHE-SAINT-VAAST,,,,,,,,, , 
1,FR,FR037631301000,GOUY-76,,,,,,,,, , 
